"employee_number","attrition","age","monthly_income","department","job_level","job_role","gender","marital_status","distance_from_home","education","business_travel","over_time","job_satisfaction","environment_satisfaction","job_involvement","performance_rating","relationship_satisfaction","total_working_years","stock_option_level","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
1286,"0",28,2154,"Research & Development",1,"Laboratory Technician","Male","Single",1,4,"Travel_Frequently","Yes",3,4,3,3,3,5,0,2,2,4,2,0,2
1288,"0",44,19190,"Research & Development",5,"Manager","Male","Divorced",4,2,"Travel_Rarely","No",1,3,4,3,4,26,2,4,2,25,9,14,13
1291,"0",35,3506,"Research & Development",1,"Research Scientist","Male","Married",6,1,"Travel_Rarely","Yes",3,3,3,3,4,4,0,3,3,3,2,2,2
1292,"0",42,2372,"Research & Development",2,"Research Scientist","Female","Married",7,4,"Travel_Rarely","Yes",2,2,4,3,4,18,0,2,3,1,0,0,0
1293,"0",43,10231,"Sales",3,"Sales Executive","Female","Single",4,4,"Travel_Rarely","No",4,4,2,3,4,23,0,3,4,21,7,15,17
1294,"0",36,5410,"Research & Development",2,"Manufacturing Director","Female","Single",2,4,"Travel_Rarely","Yes",2,3,3,3,4,18,0,2,3,16,14,5,12
1295,"1",44,7978,"Research & Development",3,"Healthcare Representative","Female","Married",15,3,"Travel_Rarely","No",4,1,3,3,4,10,1,2,3,10,7,0,5
1298,"0",30,4695,"Research & Development",2,"Manufacturing Director","Female","Single",9,2,"Non-Travel","Yes",3,3,3,3,3,10,0,3,3,8,4,1,7
1299,"1",29,3339,"Research & Development",1,"Laboratory Technician","Female","Divorced",7,3,"Travel_Rarely","Yes",3,2,3,3,1,10,2,2,3,7,7,7,7
1301,"0",28,2080,"Research & Development",1,"Research Scientist","Male","Single",1,3,"Travel_Rarely","No",1,4,3,3,2,5,0,2,2,3,2,1,2
1304,"0",32,6209,"Sales",2,"Sales Executive","Male","Married",8,3,"Travel_Rarely","No",4,3,4,3,3,10,2,4,4,10,7,0,8
1306,"0",45,18061,"Research & Development",5,"Manager","Female","Single",25,3,"Travel_Frequently","No",2,2,3,4,3,22,0,4,3,0,0,0,0
1309,"1",32,4883,"Research & Development",2,"Laboratory Technician","Male","Married",7,2,"Travel_Rarely","No",3,4,3,3,1,10,1,3,3,10,4,1,1
1310,"1",39,3904,"Research & Development",1,"Research Scientist","Male","Single",23,3,"Travel_Rarely","No",1,3,3,3,1,6,0,2,3,5,2,0,3
1311,"0",30,4627,"Research & Development",2,"Laboratory Technician","Female","Married",6,3,"Travel_Rarely","No",4,1,2,3,1,10,1,6,3,9,2,6,7
1312,"0",36,7094,"Research & Development",3,"Healthcare Representative","Female","Married",10,4,"Travel_Rarely","No",3,4,3,3,1,10,0,0,3,7,7,1,7
1314,"0",46,3423,"Human Resources",1,"Human Resources","Female","Single",1,2,"Travel_Rarely","No",1,4,3,3,3,10,0,3,4,7,6,5,7
1315,"0",28,6674,"Research & Development",2,"Laboratory Technician","Female","Married",1,3,"Non-Travel","No",4,3,1,3,1,10,3,6,3,9,8,7,5
1317,"0",50,16880,"Research & Development",4,"Research Director","Female","Married",28,3,"Travel_Rarely","Yes",1,4,3,3,2,25,0,2,3,3,2,1,2
1318,"1",40,9094,"Sales",3,"Sales Executive","Male","Single",25,4,"Travel_Rarely","Yes",2,4,2,3,3,9,0,2,3,5,4,1,0
1319,"1",52,8446,"Sales",3,"Sales Executive","Male","Single",5,3,"Travel_Rarely","Yes",2,2,3,3,3,10,0,2,2,8,7,7,7
1321,"0",30,11916,"Research & Development",3,"Manager","Female","Married",17,4,"Travel_Rarely","Yes",1,2,3,4,4,9,2,2,3,9,1,0,8
1322,"0",39,4534,"Research & Development",2,"Manufacturing Director","Male","Single",18,2,"Travel_Rarely","No",3,1,3,3,1,9,0,6,3,8,7,1,7
1324,"0",31,9852,"Sales",3,"Sales Executive","Female","Divorced",2,4,"Non-Travel","Yes",3,4,3,3,1,10,1,5,2,10,8,9,6
1329,"0",41,6151,"Sales",2,"Sales Executive","Male","Single",10,2,"Non-Travel","No",2,3,1,3,1,19,0,4,3,19,2,11,9
1331,"1",31,2302,"Sales",1,"Sales Representative","Female","Single",1,3,"Travel_Frequently","Yes",2,4,3,3,1,3,0,2,4,3,2,2,2
1333,"1",44,2362,"Research & Development",1,"Laboratory Technician","Male","Married",3,3,"Travel_Rarely","No",1,1,3,3,3,10,0,4,4,3,2,1,2
1334,"0",42,17861,"Research & Development",4,"Manager","Male","Married",2,1,"Non-Travel","Yes",3,3,3,3,4,21,0,3,2,20,8,2,10
1338,"0",56,19717,"Human Resources",5,"Manager","Male","Single",8,4,"Travel_Rarely","No",2,4,3,3,1,36,0,4,3,7,3,7,7
1340,"0",40,3544,"Research & Development",1,"Research Scientist","Male","Divorced",16,2,"Non-Travel","No",3,3,3,3,2,6,1,0,3,4,2,0,0
1344,"0",34,8500,"Research & Development",3,"Healthcare Representative","Male","Divorced",9,3,"Travel_Rarely","No",4,4,3,3,4,10,1,0,2,9,7,1,6
1346,"0",40,4661,"Research & Development",2,"Research Scientist","Male","Single",2,3,"Travel_Rarely","No",4,3,3,3,3,9,0,4,3,9,8,8,8
1349,"0",41,4103,"Sales",2,"Sales Executive","Female","Divorced",1,3,"Travel_Frequently","No",1,3,3,3,4,10,1,2,3,9,3,1,7
1350,"0",35,4249,"Research & Development",2,"Research Scientist","Male","Single",4,4,"Travel_Frequently","Yes",3,3,3,3,2,9,0,3,3,9,6,1,1
1352,"0",51,14026,"Human Resources",4,"Manager","Male","Divorced",5,3,"Travel_Rarely","Yes",2,3,3,3,2,33,1,2,3,33,9,0,10
1355,"0",38,6893,"Sales",2,"Sales Executive","Female","Divorced",2,2,"Travel_Rarely","No",1,2,3,3,4,11,1,3,3,7,7,1,7
1358,"0",25,3669,"Research & Development",1,"Laboratory Technician","Male","Married",19,1,"Travel_Rarely","No",4,4,3,3,3,7,3,6,2,3,2,1,2
1360,"1",58,10008,"Research & Development",3,"Manufacturing Director","Female","Married",7,4,"Travel_Rarely","Yes",1,3,2,3,4,31,0,0,2,10,9,5,9
1361,"0",40,2387,"Research & Development",1,"Laboratory Technician","Male","Married",1,4,"Travel_Rarely","No",2,2,3,4,3,7,1,3,3,4,2,0,3
1363,"0",48,7898,"Research & Development",3,"Manufacturing Director","Male","Single",4,3,"Travel_Rarely","No",4,4,3,3,3,11,0,2,3,10,9,0,8
1367,"0",51,13142,"Research & Development",4,"Manufacturing Director","Female","Single",11,2,"Travel_Rarely","No",2,4,2,3,2,29,0,1,2,5,2,0,3
1369,"0",35,5363,"Research & Development",2,"Laboratory Technician","Female","Married",1,3,"Travel_Rarely","No",4,4,2,3,2,10,1,0,3,9,7,0,0
1371,"0",27,5071,"Sales",2,"Sales Executive","Male","Single",2,1,"Travel_Frequently","No",4,4,1,4,2,8,0,3,3,6,2,0,0
1372,"1",55,13695,"Sales",4,"Sales Executive","Male","Single",13,4,"Travel_Rarely","Yes",3,1,4,3,3,24,0,2,2,19,7,3,8
1374,"0",34,2029,"Research & Development",1,"Research Scientist","Female","Divorced",26,1,"Non-Travel","No",3,1,2,4,3,5,3,2,3,5,4,0,0
1375,"0",40,6377,"Research & Development",2,"Healthcare Representative","Female","Divorced",2,1,"Travel_Rarely","No",3,2,4,4,2,15,3,0,3,12,11,11,8
1377,"0",34,5429,"Research & Development",2,"Laboratory Technician","Male","Married",29,3,"Travel_Rarely","No",3,2,3,3,1,10,2,1,3,8,7,7,7
1379,"1",31,2785,"Sales",1,"Sales Representative","Female","Single",2,3,"Travel_Frequently","No",4,3,2,3,3,3,0,3,4,1,0,0,0
1380,"1",35,4614,"Sales",2,"Sales Executive","Female","Married",18,4,"Travel_Frequently","Yes",3,4,3,3,3,5,1,0,2,4,2,3,2
1383,"0",34,6687,"Research & Development",2,"Healthcare Representative","Female","Single",2,4,"Travel_Rarely","No",4,3,3,3,4,14,0,2,4,14,11,4,11
1389,"1",31,6179,"Research & Development",2,"Manufacturing Director","Male","Married",22,4,"Travel_Rarely","Yes",3,4,3,3,4,10,2,3,2,10,2,6,7
1390,"0",39,6120,"Sales",2,"Sales Executive","Male","Married",21,4,"Travel_Rarely","Yes",4,1,2,3,4,8,2,2,4,5,4,1,4
1391,"0",51,10596,"Sales",3,"Sales Executive","Male","Married",2,3,"Travel_Frequently","No",2,2,3,3,2,14,0,5,3,4,2,3,2
1392,"0",41,5467,"Research & Development",2,"Research Scientist","Female","Divorced",22,3,"Travel_Frequently","Yes",4,4,3,3,1,12,2,4,2,6,2,3,3
1394,"0",37,2996,"Research & Development",1,"Research Scientist","Male","Married",4,1,"Travel_Rarely","Yes",3,3,3,3,4,8,0,2,3,6,4,1,3
1395,"0",33,9998,"Sales",2,"Sales Executive","Male","Married",5,1,"Travel_Frequently","No",4,2,3,3,1,8,0,2,4,5,4,1,2
1396,"0",32,4078,"Sales",2,"Sales Executive","Male","Married",2,1,"Travel_Rarely","Yes",2,3,3,3,1,4,3,3,2,3,2,1,2
1397,"0",39,10920,"Research & Development",3,"Healthcare Representative","Male","Married",25,2,"Non-Travel","No",3,3,3,4,2,13,1,2,3,6,4,0,5
1399,"0",25,6232,"Sales",2,"Sales Executive","Male","Married",18,1,"Travel_Rarely","No",3,1,4,3,2,6,0,3,2,3,2,1,2
1401,"0",52,13247,"Research & Development",4,"Manufacturing Director","Female","Married",28,2,"Travel_Frequently","Yes",3,4,4,3,2,24,1,3,2,5,3,0,2
1403,"0",27,5769,"Sales",2,"Sales Executive","Female","Married",10,3,"Travel_Rarely","Yes",4,4,2,3,4,6,0,3,3,6,2,4,4
1405,"1",27,2394,"Research & Development",1,"Research Scientist","Female","Single",17,4,"Travel_Rarely","Yes",3,4,3,3,4,8,0,2,3,8,2,7,7
1407,"0",26,3904,"Research & Development",1,"Research Scientist","Male","Single",2,1,"Travel_Rarely","No",4,1,2,3,4,5,0,2,3,4,3,1,1
1408,"0",42,16799,"Human Resources",4,"Manager","Female","Married",10,3,"Travel_Rarely","No",1,3,3,3,3,21,1,5,3,20,7,0,9
1409,"0",52,2950,"Research & Development",1,"Laboratory Technician","Female","Married",8,4,"Travel_Rarely","No",1,3,3,3,3,12,0,2,1,5,4,0,4
1411,"0",37,3629,"Research & Development",1,"Laboratory Technician","Female","Single",11,3,"Travel_Rarely","No",3,1,3,3,1,8,0,6,3,3,2,0,2
1412,"0",35,9362,"Research & Development",3,"Manufacturing Director","Male","Single",18,2,"Travel_Frequently","No",4,3,3,3,3,10,0,2,3,2,2,2,2
1419,"0",29,7988,"Human Resources",3,"Human Resources","Male","Single",17,3,"Travel_Rarely","No",1,2,2,3,1,10,0,3,2,10,9,0,9
1420,"1",49,4284,"Research & Development",2,"Laboratory Technician","Male","Single",28,2,"Travel_Frequently","No",1,1,2,4,1,20,0,2,3,4,3,1,3
1421,"1",29,7553,"Research & Development",3,"Healthcare Representative","Female","Single",14,1,"Travel_Frequently","Yes",4,3,3,3,1,9,0,1,3,8,7,7,7
1422,"0",54,17328,"Research & Development",4,"Research Director","Female","Single",1,3,"Travel_Rarely","No",4,4,3,3,4,29,0,3,2,20,7,12,7
1423,"0",58,19701,"Research & Development",5,"Research Director","Female","Married",1,3,"Travel_Rarely","Yes",1,4,3,4,3,32,1,3,3,9,8,1,5
1424,"0",55,14732,"Research & Development",4,"Research Director","Male","Divorced",1,4,"Travel_Rarely","No",4,2,4,3,4,31,2,4,4,7,7,0,0
1425,"0",36,9278,"Sales",2,"Sales Executive","Female","Single",3,4,"Travel_Rarely","Yes",2,1,3,3,4,15,0,3,3,5,4,0,1
1427,"1",31,1359,"Sales",1,"Sales Representative","Female","Single",1,4,"Travel_Frequently","No",3,2,1,3,2,1,0,3,3,1,0,0,0
1428,"0",30,4779,"Sales",2,"Sales Executive","Female","Divorced",7,4,"Travel_Rarely","No",1,4,3,3,2,8,2,3,3,3,2,0,2
1430,"0",31,16422,"Research & Development",4,"Research Director","Female","Single",8,5,"Travel_Rarely","No",2,1,3,3,3,9,0,3,4,3,2,1,0
1433,"1",31,1261,"Research & Development",1,"Research Scientist","Female","Single",8,3,"Travel_Rarely","No",2,1,2,3,3,1,0,3,4,1,0,0,0
1434,"0",27,2099,"Research & Development",1,"Laboratory Technician","Male","Married",11,1,"Travel_Rarely","No",1,2,3,3,2,6,0,3,4,5,0,1,4
1435,"0",36,5810,"Research & Development",2,"Laboratory Technician","Male","Single",4,4,"Travel_Rarely","No",4,1,2,3,3,10,0,2,2,10,4,1,8
1436,"0",36,5647,"Sales",2,"Sales Executive","Female","Married",16,4,"Travel_Rarely","No",1,3,2,3,1,11,2,3,2,3,2,0,2
1438,"0",47,3420,"Research & Development",1,"Research Scientist","Male","Married",1,3,"Travel_Rarely","No",4,1,3,3,3,17,1,2,2,6,5,1,2
1439,"1",25,4400,"Sales",1,"Sales Representative","Male","Married",9,2,"Travel_Rarely","No",1,1,2,3,1,6,0,2,3,3,2,2,2
1440,"0",37,3500,"Research & Development",1,"Laboratory Technician","Male","Single",5,2,"Non-Travel","No",3,3,4,3,1,7,0,2,1,6,5,1,3
1441,"0",56,2066,"Research & Development",1,"Research Scientist","Female","Married",1,2,"Travel_Rarely","No",1,1,3,4,4,5,1,3,4,3,2,1,0
1445,"0",24,4162,"Sales",2,"Sales Executive","Female","Married",4,1,"Travel_Rarely","Yes",3,4,3,3,3,5,2,3,3,5,4,0,3
1446,"0",32,9204,"Sales",2,"Sales Executive","Male","Married",7,5,"Travel_Rarely","No",4,4,3,3,3,7,1,3,2,4,3,0,3
1447,"0",34,3294,"Research & Development",1,"Laboratory Technician","Female","Married",1,3,"Travel_Rarely","No",2,4,2,3,1,7,1,2,2,5,4,0,2
1448,"0",41,2127,"Research & Development",1,"Research Scientist","Male","Married",5,5,"Travel_Rarely","Yes",3,2,4,3,1,7,0,5,2,4,2,0,3
1449,"0",40,3975,"Research & Development",2,"Laboratory Technician","Male","Divorced",9,4,"Non-Travel","No",3,3,3,3,3,11,2,2,4,8,7,0,7
1453,"0",31,10793,"Sales",3,"Sales Executive","Male","Divorced",8,2,"Travel_Rarely","No",4,1,3,3,1,13,1,5,3,13,7,9,9
1457,"1",46,10096,"Sales",3,"Sales Executive","Male","Divorced",9,3,"Travel_Rarely","No",4,1,3,3,1,28,1,1,4,7,7,4,3
1458,"1",39,3646,"Research & Development",1,"Laboratory Technician","Female","Single",2,3,"Non-Travel","Yes",1,1,2,4,2,11,0,2,4,1,0,0,0
1459,"1",31,7446,"Research & Development",3,"Manufacturing Director","Female","Single",1,5,"Travel_Frequently","No",2,3,4,3,1,10,0,2,3,10,8,4,7
1460,"0",45,10851,"Research & Development",3,"Healthcare Representative","Male","Divorced",20,3,"Travel_Rarely","Yes",1,2,1,3,2,24,1,2,3,7,7,0,7
1461,"0",31,2109,"Human Resources",1,"Human Resources","Female","Single",8,2,"Travel_Rarely","No",2,4,4,3,4,8,0,3,3,3,2,0,2
1464,"1",31,3722,"Research & Development",1,"Laboratory Technician","Male","Married",2,3,"Travel_Frequently","Yes",4,2,3,3,3,7,1,2,1,2,2,2,2
1465,"0",45,9380,"Research & Development",3,"Manufacturing Director","Male","Married",29,3,"Travel_Rarely","Yes",4,2,3,3,4,10,2,4,4,3,1,1,2
1466,"0",48,5486,"Sales",2,"Sales Executive","Male","Divorced",7,3,"Travel_Rarely","No",1,3,3,3,1,15,3,3,3,2,2,2,2
1467,"1",34,2742,"Human Resources",1,"Human Resources","Female","Married",9,4,"Travel_Rarely","No",3,1,3,3,4,2,0,0,3,2,2,2,2
1469,"0",28,8463,"Sales",2,"Sales Executive","Male","Single",5,3,"Travel_Rarely","No",1,4,3,3,4,6,0,4,3,5,4,1,3
1471,"0",44,3162,"Research & Development",1,"Laboratory Technician","Male","Single",5,3,"Non-Travel","No",3,3,2,3,4,7,0,5,3,5,2,0,3
1472,"0",53,16598,"Research & Development",4,"Research Director","Male","Single",2,3,"Travel_Rarely","No",2,4,4,3,2,35,0,2,2,9,8,8,8
1473,"0",49,6651,"Research & Development",2,"Healthcare Representative","Male","Married",5,4,"Travel_Rarely","No",3,1,3,3,2,20,1,0,2,3,2,1,2
1474,"0",40,2345,"Research & Development",1,"Research Scientist","Male","Divorced",2,3,"Travel_Rarely","No",3,3,3,3,3,8,1,3,4,3,1,1,2
1475,"0",44,3420,"Research & Development",1,"Research Scientist","Male","Single",20,3,"Travel_Rarely","No",2,4,3,3,3,6,0,3,2,5,2,1,3
1477,"0",33,4373,"Sales",2,"Sales Executive","Male","Married",7,3,"Travel_Frequently","No",1,4,3,3,1,5,2,2,3,4,3,0,3
1480,"0",42,3673,"Research & Development",1,"Laboratory Technician","Female","Single",9,2,"Travel_Frequently","No",4,1,3,3,3,12,0,3,3,12,9,5,8
1483,"0",57,4900,"Research & Development",2,"Research Scientist","Male","Married",1,2,"Travel_Rarely","No",3,2,4,4,1,13,1,2,2,12,9,2,8
1484,"0",49,10466,"Research & Development",3,"Healthcare Representative","Male","Divorced",7,4,"Travel_Rarely","No",2,3,3,3,2,29,2,3,3,8,7,0,7
1485,"0",34,17007,"Research & Development",4,"Research Director","Male","Divorced",15,3,"Travel_Frequently","No",1,2,3,3,4,16,2,3,2,14,8,6,9
1486,"1",28,2909,"Sales",1,"Sales Representative","Male","Married",1,3,"Travel_Frequently","No",3,1,3,3,4,5,1,3,4,3,2,1,2
1487,"1",29,5765,"Sales",2,"Sales Executive","Female","Single",13,3,"Travel_Frequently","No",2,1,3,3,1,7,0,4,1,5,3,0,0
1489,"1",34,4599,"Sales",2,"Sales Executive","Female","Single",24,4,"Travel_Rarely","Yes",2,1,2,4,3,16,0,2,4,15,9,10,10
1492,"0",35,2404,"Sales",1,"Sales Representative","Male","Married",7,1,"Travel_Rarely","No",3,4,3,3,1,1,1,3,3,1,0,0,0
1494,"1",24,3172,"Research & Development",1,"Laboratory Technician","Male","Single",9,3,"Travel_Frequently","Yes",1,2,3,3,3,4,0,2,2,0,0,0,0
1495,"0",24,2033,"Sales",1,"Sales Representative","Female","Married",13,2,"Non-Travel","No",2,4,3,3,3,1,1,2,3,1,0,0,0
1496,"0",44,10209,"Research & Development",3,"Manufacturing Director","Male","Single",2,1,"Travel_Frequently","Yes",3,2,3,3,2,16,0,2,2,2,2,2,2
1497,"0",29,8620,"Sales",2,"Sales Executive","Male","Divorced",19,3,"Travel_Rarely","No",3,3,2,3,3,10,2,3,3,10,7,0,4
1499,"0",30,2064,"Human Resources",1,"Human Resources","Male","Divorced",1,3,"Travel_Rarely","No",3,3,3,4,1,6,1,3,4,5,3,1,3
1501,"0",55,4035,"Research & Development",2,"Healthcare Representative","Male","Married",4,4,"Travel_Rarely","Yes",3,4,3,3,2,4,0,2,3,3,2,1,2
1502,"0",33,3838,"Research & Development",1,"Laboratory Technician","Female","Married",4,4,"Travel_Rarely","No",2,1,2,3,4,8,0,5,3,5,4,0,2
1503,"0",47,4591,"Sales",2,"Sales Executive","Female","Married",14,3,"Travel_Rarely","Yes",3,3,3,3,3,11,1,4,2,5,4,1,2
1504,"1",28,2561,"Research & Development",1,"Laboratory Technician","Male","Single",2,2,"Travel_Frequently","No",1,3,2,3,3,8,0,2,2,0,0,0,0
1506,"0",28,1563,"Research & Development",1,"Research Scientist","Male","Divorced",1,3,"Travel_Rarely","No",3,1,2,3,4,1,1,2,1,1,0,0,0
1515,"0",33,6388,"Research & Development",2,"Healthcare Representative","Male","Single",8,5,"Travel_Rarely","Yes",3,4,3,3,1,14,0,6,3,0,0,0,0
1516,"0",32,11244,"Research & Development",3,"Manager","Male","Single",10,3,"Travel_Rarely","No",4,3,3,4,2,10,0,5,4,5,2,0,0
1520,"0",54,16032,"Research & Development",4,"Manager","Female","Divorced",11,4,"Travel_Frequently","No",4,2,3,4,1,26,1,2,3,14,9,1,12
1522,"1",29,2362,"Research & Development",1,"Research Scientist","Male","Single",1,4,"Travel_Rarely","No",1,1,2,3,3,11,0,2,1,9,7,0,7
1523,"0",44,16328,"Research & Development",4,"Research Director","Male","Married",28,3,"Travel_Rarely","No",1,4,3,3,3,24,1,1,4,20,6,14,17
1525,"0",39,8376,"Research & Development",3,"Manufacturing Director","Female","Single",6,3,"Travel_Rarely","No",2,2,3,3,4,9,0,3,3,2,0,2,2
1527,"0",46,16606,"Sales",4,"Manager","Female","Married",3,3,"Travel_Rarely","No",2,3,3,3,4,23,1,2,4,13,12,5,1
1529,"0",35,8606,"Research & Development",3,"Healthcare Representative","Female","Single",16,3,"Travel_Rarely","No",2,4,2,3,4,11,0,3,1,11,8,3,3
1533,"0",23,2272,"Research & Development",2,"Laboratory Technician","Male","Single",20,1,"Travel_Rarely","No",3,1,3,3,2,5,0,2,3,4,3,1,2
1534,"1",40,2018,"Research & Development",1,"Laboratory Technician","Male","Single",9,4,"Travel_Rarely","No",1,4,3,3,2,15,0,3,1,5,4,1,0
1537,"1",31,4084,"Research & Development",1,"Research Scientist","Female","Single",3,3,"Travel_Frequently","No",3,4,3,3,1,7,0,2,1,7,2,7,7
1539,"0",50,14411,"Research & Development",4,"Research Director","Male","Single",22,5,"Travel_Frequently","Yes",4,3,1,3,4,32,0,2,3,32,6,13,9
1541,"0",34,2308,"Sales",1,"Sales Representative","Male","Married",7,2,"Travel_Rarely","Yes",3,2,3,4,2,12,1,4,3,11,10,5,7
1543,"0",37,4285,"Research & Development",2,"Research Scientist","Male","Married",13,3,"Travel_Rarely","No",4,1,3,3,1,10,0,2,3,10,8,3,7
1545,"0",33,4320,"Research & Development",2,"Manufacturing Director","Male","Single",25,3,"Travel_Rarely","No",2,4,2,3,4,5,0,2,3,5,3,0,2
1546,"0",45,2132,"Research & Development",1,"Research Scientist","Male","Married",28,3,"Travel_Rarely","No",4,4,3,4,4,8,1,3,3,5,4,0,3
1547,"0",42,10124,"Research & Development",3,"Healthcare Representative","Male","Married",2,3,"Travel_Frequently","Yes",4,4,3,3,3,24,1,3,1,20,8,13,9
1548,"0",40,5473,"Sales",2,"Sales Executive","Male","Married",9,2,"Travel_Rarely","No",1,1,3,3,4,9,0,5,4,8,4,7,1
1551,"0",24,2296,"Research & Development",1,"Laboratory Technician","Male","Divorced",21,2,"Travel_Rarely","No",1,3,2,3,2,2,3,3,3,1,1,0,0
1552,"0",40,4069,"Research & Development",2,"Healthcare Representative","Male","Divorced",8,2,"Non-Travel","Yes",4,4,3,3,3,8,0,2,3,2,2,2,2
1553,"0",45,7441,"Research & Development",3,"Healthcare Representative","Male","Divorced",1,4,"Travel_Rarely","No",2,1,3,3,1,10,3,4,3,10,8,7,7
1555,"0",32,5878,"Research & Development",2,"Research Scientist","Female","Married",5,2,"Travel_Rarely","No",2,4,2,3,1,12,1,2,3,7,1,2,5
1556,"0",36,2644,"Sales",1,"Sales Representative","Male","Single",2,4,"Travel_Rarely","Yes",4,3,3,4,4,7,0,3,2,3,2,1,2
1557,"0",48,6439,"Sales",2,"Sales Executive","Female","Divorced",16,4,"Travel_Rarely","No",3,3,3,3,3,18,1,2,3,8,7,7,7
1560,"0",33,6392,"Sales",2,"Sales Executive","Male","Married",8,4,"Travel_Rarely","No",1,1,3,3,4,8,1,6,1,2,2,2,2
1562,"1",30,9714,"Sales",2,"Sales Executive","Male","Married",1,3,"Travel_Rarely","No",1,2,2,3,4,10,1,4,3,10,8,6,7
1568,"0",30,9250,"Sales",3,"Sales Executive","Male","Married",29,4,"Travel_Rarely","No",2,3,3,3,2,9,1,3,3,4,2,1,3
1569,"1",35,2074,"Research & Development",1,"Laboratory Technician","Female","Divorced",2,3,"Travel_Rarely","Yes",1,1,3,3,4,1,1,2,3,1,0,0,0
1572,"1",53,10169,"Research & Development",3,"Manufacturing Director","Female","Married",2,5,"Travel_Rarely","No",4,3,2,3,2,34,1,4,3,33,7,1,9
1573,"1",38,4855,"Research & Development",2,"Manufacturing Director","Male","Married",2,3,"Travel_Rarely","No",2,3,3,3,1,7,2,2,3,5,2,1,4
1574,"0",32,4087,"Research & Development",2,"Research Scientist","Male","Married",1,4,"Non-Travel","No",1,4,3,3,2,9,1,3,2,6,5,1,2
1576,"0",48,2367,"Research & Development",1,"Research Scientist","Female","Married",15,4,"Travel_Rarely","No",1,3,3,3,4,10,1,3,2,8,2,7,6
1577,"0",34,2972,"Research & Development",1,"Research Scientist","Male","Single",7,4,"Travel_Rarely","No",4,1,3,3,3,1,0,4,1,1,0,0,0
1578,"0",55,19586,"Sales",5,"Manager","Male","Married",26,5,"Travel_Rarely","No",4,3,2,4,3,36,1,3,3,36,6,2,13
1581,"0",26,2061,"Research & Development",1,"Research Scientist","Female","Married",3,3,"Travel_Rarely","No",4,1,3,4,1,1,0,5,3,1,0,0,0
1582,"0",38,9924,"Sales",2,"Sales Executive","Male","Married",14,3,"Travel_Rarely","No",2,3,3,3,4,10,1,3,3,9,8,7,7
1583,"0",38,4198,"Sales",2,"Sales Executive","Female","Single",16,3,"Travel_Rarely","No",2,2,3,3,2,8,0,5,4,3,2,1,2
1585,"0",36,6815,"Sales",2,"Sales Executive","Female","Single",1,4,"Travel_Rarely","No",3,2,3,3,1,15,0,5,3,1,0,0,0
1586,"0",29,4723,"Research & Development",1,"Laboratory Technician","Male","Single",3,1,"Travel_Rarely","Yes",1,2,3,3,4,10,0,3,3,10,9,1,5
1587,"0",35,6142,"Research & Development",2,"Healthcare Representative","Female","Single",10,4,"Travel_Rarely","Yes",3,1,3,3,3,10,0,4,3,5,2,0,4
1588,"0",39,8237,"Sales",3,"Sales Executive","Male","Married",6,3,"Travel_Rarely","No",3,4,4,3,1,11,1,3,3,7,6,7,6
1590,"0",29,8853,"Research & Development",2,"Healthcare Representative","Male","Divorced",2,1,"Travel_Frequently","No",4,1,3,3,4,6,1,0,4,6,4,1,3
1592,"0",23,2073,"Research & Development",1,"Research Scientist","Male","Married",10,3,"Travel_Rarely","No",3,4,4,3,4,4,1,2,3,2,2,2,2
1594,"0",36,5562,"Research & Development",2,"Laboratory Technician","Male","Married",6,4,"Travel_Frequently","Yes",1,1,4,3,4,9,1,3,3,3,2,0,2
1595,"0",42,19613,"Research & Development",5,"Manager","Male","Single",9,2,"Travel_Rarely","No",4,4,2,4,4,24,0,2,3,1,0,0,1
1596,"0",35,3407,"Research & Development",2,"Laboratory Technician","Male","Married",28,3,"Travel_Rarely","No",3,2,4,3,4,10,2,3,2,10,9,6,8
1598,"0",40,4639,"Sales",2,"Sales Executive","Female","Married",14,2,"Travel_Rarely","No",1,4,3,3,3,5,1,2,3,5,4,1,2
1599,"0",43,4876,"Research & Development",1,"Laboratory Technician","Male","Divorced",27,3,"Travel_Rarely","No",2,4,4,3,3,8,1,0,3,6,4,0,2
1601,"0",35,2690,"Research & Development",1,"Laboratory Technician","Male","Married",7,2,"Travel_Rarely","No",4,3,2,3,4,1,1,5,2,1,0,0,1
1604,"1",28,2408,"Research & Development",1,"Laboratory Technician","Male","Married",24,3,"Travel_Rarely","Yes",2,3,3,3,3,1,3,3,3,1,1,0,0
1605,"0",22,2814,"Research & Development",1,"Research Scientist","Female","Married",26,2,"Non-Travel","Yes",3,2,2,3,2,4,0,2,2,4,2,1,3
1606,"0",50,11245,"Research & Development",4,"Healthcare Representative","Male","Married",20,5,"Travel_Frequently","Yes",3,2,3,3,3,32,1,3,3,30,8,12,13
1607,"0",32,3312,"Research & Development",1,"Research Scientist","Female","Married",5,4,"Travel_Rarely","No",4,2,4,3,4,6,2,3,3,3,2,0,2
1609,"0",30,2141,"Research & Development",1,"Research Scientist","Male","Married",7,3,"Travel_Rarely","No",2,2,2,3,2,6,1,3,2,6,4,1,1
1611,"0",45,5769,"Research & Development",2,"Laboratory Technician","Female","Single",5,5,"Travel_Rarely","Yes",1,3,1,3,1,10,0,3,3,10,7,1,4
